demo_resp_gen,demo_age,demo_edu,demo_caste,demo_caste_oth,demo_religion,demo_religion_oth,demo_shg,hh_id_long_anon_str,demo_hoh_gender,demo_hoh_jati,demo_hoh_jati_oth,demo_ration_ownerhsip,demo_ration_type,demo_house_area,demo_house_area_unit,demo_house_area_unit_oth,demo_land_ownership,demo_land_ownership_os,demo_roof_material,demo_wall_material,demo_floor_material,demo_room_ct,demo_kitchen,demo_bathroom,demo_fuel_source_main,demo_fuel_source_oth,demo_drink_water,demo_drink_water_source_oth,demo_male_defec,demo_fem_defec,demo_toilet_type,demo_livestock_revenue,demo_income,demo_asset_sew_machine,demo_asset_refrigerator,demo_asset_wash_machine,demo_asset_almirah,demo_asset_kerosene_stove,demo_asset_stove,demo_asset_cycle,demo_asset_rickshaw,demo_asset_scooter,demo_asset_car_jeep,demo_asset_e_rickshaw,demo_asset_landline,demo_asset_mobile,demo_asset_tv,demo_asset_cd_dvd,demo_asset_fan,demo_asset_computer,demo_asset_pressure_cook,demo_asset_cooler,demo_asset_air_condo,demo_asset_radio,demo_asset_cylinder,demo_asset_cable,demo_asset_gold,demo_asset_silver,demo_ration_ownership,demo_location,demo_fem_hoh_edu,demo_asset_furniture,demo_asset_motorcycle,demo_asset_car,demo_asset_jeep,demo_asset_tractor,demo_fuel_kerosene,demo_fuel_firewood,demo_fuel_cropres,demo_fuel_coal,demo_fuel_dung,demo_fuel_electricity,demo_fuel_dk,demo_fuel_ref,demo_fuel_oth,demo_fem_edu,demo_fem_edu_oth,state_id,state_id_str,district_id,district_id_str,psu_id,psu_id_str,sampling_frame,ppi_score_raw,ppi_quartile,state,district,consent,demo_ag_hh,demo_ag_dec_mkr,demo_agdm_avail,demo_agdm_consent,agr_sow_status,agr_no_sow,agr_land_cult,agr_land_unit,agr_land_rented,agr_land_cult_prevyr,agr_land_rent_prevyr,agr_crop_most,agr_crop_money,agr_fert_cost,agr_fert_cost_prevyr,agr_fert_cost_change,agr_fert_amt_change,agr_fert_diffs,agr_fert_diffs_shut,agr_fert_diffs_nostock,agr_fert_diffs_aadhar,agr_fert_diffs_charge,agr_fert_diffs_oth,agr_fert_diffs_none,agr_fert_diffs_ref,agr_borrow,agr_no_borrow,agr_borrow_kcc,agr_borrow_prevyr,agr_no_borrow_prevyr,agr_borrow_kcc_prevyr,agr_complete,demo_hh_size,con_lckdwn,con_wk,demo_gen_ag,demo_gen_nonag,con_limit_lckdwn,con_limit_lckdwn_reduce,con_limit_lckdwn_out,con_limit_lckdwn_hungry,con_limit_lckdwn_noeat,con_limit_lckdwn_none,con_limit_lckdwn_ref,con_limit_wk,con_limit_wk_reduce,con_limit_wk_out,con_limit_wk_hungry,con_limit_wk_noeat,con_limit_wk_none,con_limit_wk_ref,con_complete,mig_size,mig_return_size,mig_future_mig,mig_most_inc,mig_location,mig_lckdwn_work,mig_avg_wage,mig_wage_unit,mig_curr_work,mig_daily_wage,mig_wage_unit_curr,mig_complete,lab_lckdwn_occu,lab_lckdwn_wage,lab_lckdwn_freq,lab_curr_occu,lab_curr_wage,lab_curr_freq,lab_nowork,lab_nowork_none,lab_nowork_cant_find,lab_nowork_wages,lab_nowork_materials,lab_nowork_covid_choice,lab_nowork_fines,lab_nowork_sick,lab_nowork_oth,lab_nowork_ref,lab_complete,rel_bank,rel_transfer_rec,rel_check_balance,rel_transfer_amt,rel_transfer_mem,rel_withdraw_try,rel_withdraw_notry,rel_withdraw_atm,rel_withdraw_biz,rel_withdraw_shg,rel_withdraw_unable,rel_withdraw_ref,rel_no_withdraw,rel_nowithdraw_crowd,rel_nowithdraw_health,rel_nowithdraw_far,rel_nowithdraw_nocash,rel_nowithdraw_closed,rel_nowithdraw_unavail,rel_nowithdraw_fail,rel_nowithdraw_oth,rel_nowithdraw_ref,rel_mnrega,rel_mnrega_delay,rel_mnrega_avg,rel_shg_rec,rel_shg_ppe,rel_shg_san,rel_shg_info,rel_shg_food,rel_shg_meds,rel_shg_econ_loan,rel_shg_con_loan,rel_shg_grains,rel_shg_norec,rel_shg_none,rel_shg_dk,rel_shg_ref,rel_ration_card,rel_pds_rec,rel_pds_rec_wheat,rel_pds_rec_rice,rel_pds_rec_pulses,rel_pds_rec_oth,rel_pds_rec_none,rel_pds_rec_ref,rel_pds_wheat_free,rel_pds_rice_free,rel_pds_wheat_buy,rel_pds_rice_buy,rel_pds_wheat_prc,rel_pds_rice_prc,rel_nonpds_wheat_buy,rel_nonpds_rice_buy,rel_nonpds_wheat_prc,rel_nonpds_rice_prc,rel_complete,hea_fac_visit,hea_fac_type,hea_service,hea_service_oth,hea_avoid,hea_avoid_serv,hea_avoid_treat,hea_avoid_imm,hea_avoid_anc,hea_avoid_fp,hea_avoid_child_grw,hea_avoid_checkup,hea_avoid_edu,hea_avoid_ref,hea_avoid_oth,hea_symp,hea_symp_fever,hea_symp_cough,hea_symp_tired,hea_symp_breath,hea_symp_pain,hea_symp_appetite,hea_symp_throat,hea_symp_diarrhea,hea_symp_nausea,hea_symp_congest,hea_symp_smell,hea_symp_ref,hea_symp_oth,hea_prev,hea_prev_wash,hea_prev_san,hea_prev_cover,hea_prev_face,hea_prev_dist,hea_prev_crowd,hea_prev_sick,hea_prev_contact,hea_prev_touch,hea_prev_clean,hea_prev_mask,hea_prev_nospit,hea_prev_home,hea_prev_ref,hea_prev_oth,hea_complete,fully_complete
Female,30,,Scheduled Caste;, ,Hinduism,,No,102072390197,Female,10009, ,Yes,Annapurna Yojana (White),540,Square Feet, ,Owned, ,Concrete,Burnt brick with cement,Mud,1,No,No,Wood, ,Yes, ,Open defecation,Open defecation,This Household does not have a toilet,0,0,,,,,,,,,,,,,"Yes, currently own",,,,,,,,,,,"Yes, currently own","Yes, currently own",,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,536,536,NRLP,7,1,Bihar,207,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5000,1500,,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,Someone other than the respondent,Home town,0,,,0,,,1,Did not work for income,,,Did not work for income,,,1 5,0,1,0,0,0,1,0,0,0,1,Yes,Yes,,500,1,3,0,0,1,0,0,0,,,,,,,,,,,Does not have a job card,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,,7,,-999,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,42,,Scheduled Caste;, ,Hinduism,,Yes,1020723905548,Male,10009, ,Yes,Annapurna Yojana (White),2,Katta, ,Owned, ,Grass,Bamboo etc,Wood/Bamboo,1,No,No,Wood, ,Yes, ,Open defecation,Open defecation,This Household does not have a toilet,40000,0,,,,,,,"Yes, currently own",,,,,,"Yes, currently own",,,,,,,,,,,"Yes, currently own","Yes, currently own",,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,515,515,NRLP,4,1,Bihar,207,Yes,Yes,Yes,,,I am still in the process of sowing,,3,Bigha,3,1.5,1.5,Paddy,,3000,2000,Prices of all have increased,"Quantities of some have increased, quantities of some have decreased",99,0,0,0,0,1,0,0,20000,,0,8000,,0,1,7,10000,3000,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-777,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Half Complete,Half Complete,,,,,,,,,,,,,,,,,,,,,Half complete,,-777,-777,0,0,0,0,0,0,0,0,0,0,0,0,Half Complete,,,,,,,,,,,,,,-777,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Male,52,,Scheduled Caste;, ,Hinduism,,No,1020723905554,Male,10024, ,Yes,Annapurna Yojana (White),1600,Square Feet, ,Owned, ,Hand-made tiles,Burnt brick with cement,Mud,3,Yes,Yes,Wood, ,Yes, ,Own toilet,Own toilet,Flush/ pour flush latrine connected to Septic tank,0,91900,,,,"Yes, currently own",,,"Yes, currently own",,,,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,,"Yes, currently own",,"Yes, currently own","Yes, currently own",,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,515,515,NRLP,32,4,Bihar,207,Yes,Yes,Yes,,,I am still in the process of sowing,,2,Bigha,1,1,0,Wheat,,1500,600,Prices have stayed the same,Quantities have stayed the same,0,0,0,0,0,0,1,0,0,"Did not need a loan, used personal savings",,0,"Did not need a loan, used personal savings",,1,4,-999,-999,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,None of the above,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,,8,,3,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,55,,Scheduled Tribe, ,Hinduism,,No,1020723905564,Male,10005, ,No,,1,Katta, ,Owned, ,Burnt brick,Burnt brick with mud,Cement,5,Yes,Yes,LPG/Natural Gas, ,Yes, ,Own toilet,Own toilet,Flush/ pour flush latrine connected to Septic tank,0,0,"Yes, currently own",,,,,,"Yes, currently own",,,,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,,"Yes, currently own",,"Yes, currently own","Yes, currently own",,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,515,515,NRLP,51,4,Bihar,207,Yes,Yes,Yes,,,I am still in the process of sowing,,40,Kattha,10,40,10,Wheat,,5000,5000,"Prices of some have increased, prices of some have decreased or stayed the same",Quantities of all have decreased,0,0,0,0,0,0,1,0,15000,,0,0,"Did not need a loan, used personal savings",,1,2,-999,-999,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Does not have a job card,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,40,,Scheduled Caste;, ,Hinduism,,Yes,1020723907238,Male,10006, ,Yes,AAY (Yellow),.75,Katta, ,Owned, ,G.I./Metal/asbestos sheets,Burnt brick with cement,Mud,1,No,No,Dung Cakes, ,No, ,Open defecation,Open defecation,This Household does not have a toilet,0,0,,,,,,,"Yes, currently own",,,,,,"Yes, currently own",,,,,,,,,"Yes, currently own",,,,,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,532,532,NRLP,7,1,Bihar,207,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4000,1500,,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Did not work for income,,,Did not work for income,,,4 5,0,0,0,0,1,1,0,0,0,1,Yes,Yes,,1500,1,2 3,0,1,1,0,0,0,,,,,,,,,,,Tried but did not get work for any of the days,,-999,1 2,1,1,0,0,0,0,0,0,0,0,0,0,Yes,1 2 3,1,1,1,0,0,0,7,,7,,2,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,45,,Scheduled Caste;, ,Hinduism,,Yes,1020723907248,Female,10009, ,Yes,Annapurna Yojana (White),1,Katta, ,Owned, ,Thatch,Bamboo etc,Mud,2,No,No,LPG/Natural Gas, ,Yes, ,Open defecation,Open defecation,This Household does not have a toilet,500,0,,,,,,,"Yes, currently own",,,,,,"Yes, currently own",,,,,,,,,"Yes, currently own",,"Yes, currently own",,,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,532,532,NRLP,11,2,Bihar,207,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-999,-999,,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,Respondent,Home town,7,1000,Respondent knows daily wage,7,1000,Respondent knows daily wage,1,Self-employed in non-cultivation,,,Self-employed in non-cultivation,,,,,,,,,,,,,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Tried but did not get work for any of the days,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,,8,,-999,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Female,58,,Scheduled Caste;, ,Hinduism,,No,1020723907251,Female,10006, ,Yes,Annapurna Yojana (White),.1,Katta, ,Owned, ,G.I./Metal/asbestos sheets,Bamboo etc,Mud,3,No,No,Wood, ,Yes, ,Open defecation,Open defecation,This Household does not have a toilet,0,0,,,,,,,"Yes, currently own",,,,,,"Yes, currently own","Yes, currently own",,,,,,,,"Yes, currently own",,"Yes, currently own",,,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,532,532,NRLP,31,4,Bihar,207,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10000,4000,,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2,0,Someone other than the respondent,Home town,0,,,0,,,1,Did not work for income,,,Did not work for income,,,0 1,1,1,0,0,0,0,0,0,0,1,No,No,,,,,,,,,,,,,,,,,,,,,Tried but did not get work for any of the days,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,,,Scheduled Caste;, ,Hinduism,,No,1020723907254,Female,10009, ,Yes,BPL (Red),.5,Katta, ,Owned, ,Thatch,Bamboo etc,Mud,1,No,No,Wood, ,Yes, ,Own toilet,Own toilet,Flush/ pour flush latrine connected to piped sewer system,0,0,,,,,,,"Yes, currently own",,,,,,"Yes, currently own",,,,,,,,,"Yes, currently own",,"Yes, currently own","Yes, currently own",,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,532,532,NRLP,4,1,Bihar,207,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5000,1000,,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,Respondent,Home town,7,350,Respondent knows daily wage,0,,,1,Half complete,,,Half complete,,,,,,,,,,,,,1,Half Complete,Half Complete,,,,,,,,,,,,,,,,,,,,,Half complete,,-777,-777,0,0,0,0,0,0,0,0,0,0,0,0,Half Complete,,,,,,,,,,,,,,-777,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Male,,,Scheduled Caste;, ,Hinduism,,Yes,1020723907265,Female,10009, ,No,,1,Katta, ,Owned, ,G.I./Metal/asbestos sheets,Bamboo etc,Mud,2,No,No,LPG/Natural Gas, ,Yes, ,Open defecation,Open defecation,This Household does not have a toilet,48000,0,,,,,,,"Yes, currently own",,,,,,"Yes, currently own","Yes, currently own",,,,"Yes, currently own",,,,"Yes, currently own",,,,,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,532,532,NRLP,28,3,Bihar,207,Yes,Yes,Yes,,,I am still in the process of sowing,,12,Kattha,12,0,,Paddy,,0,0,,,,,,,,,,,2500,,0,0,Other,,1,5,5000,1000,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Tried but did not get work for any of the days,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,,,Scheduled Caste;, ,Hinduism,,Yes,1020723908352,Female,10006, ,Yes,Annapurna Yojana (White),.5,Katta, ,Owned, ,Concrete,Burnt brick with cement,Mud,2,Yes,No,LPG/Natural Gas, ,Yes, ,Open defecation,Open defecation,This Household does not have a toilet,0,0,,,,"Yes, currently own",,,"Yes, currently own",,,,,,"Yes, currently own",,,"Yes, currently own",,"Yes, currently own",,,,"Yes, currently own",,"Yes, currently own","Yes, currently own",,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,560,560,NRLP,30,3,Bihar,207,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-999,-999,,Female,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,Respondent,Home town,0,,,0,,,1,Daily wage labour in non-agriculture,,,Daily wage labour in non-agriculture,,,,,,,,,,,,,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Does not have a job card,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,,8,,3,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Female,50,,General, ,Hinduism,,Yes,1020723908360,Female,10005, ,Yes,Annapurna Yojana (White),2,Katta, ,Owned, ,Hand-made tiles,Bamboo etc,Mud,1,No,No,Wood, ,Yes, ,Open defecation,Open defecation,This Household does not have a toilet,0,0,,,,,,,"Yes, currently own",,,,,,"Yes, currently own",,,,,,,,,,,"Yes, currently own","Yes, currently own",,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,560,560,NRLP,34,4,Bihar,207,Yes,Yes,No,"no, you cannot talk to the ag decision maker",,I have completed sowing,,20,Kattha,10,20,10,Paddy,,1500,-999,Prices have stayed the same,Quantities have stayed the same,2 4,0,1,0,1,0,0,0,5000,,0,3000,,0,1,2,2000,500,Female,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Does not have a job card,,-999,6,0,0,0,0,0,1,0,0,0,0,0,0,Yes,2 3,0,1,1,0,0,0,,,0,,,,50,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Female,80,,Other Backward Caste, ,Islam,,No,1020723908810,Female,OTHERS,MUSLIM DHUNIYA,Yes,BPL (Red),850,Square Feet, ,Owned, ,Grass,Grass,Mud,2,No,No,Dung Cakes, ,No, ,Open defecation,Open defecation,This Household does not have a toilet,0,0,,,,,,,,,,,,,"Yes, currently own",,,"Yes, currently own",,,,,,"Yes, currently own",,"Yes, currently own",,,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,494,494,NRLP,3,1,Bihar,207,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20000,3000,,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2,2,Someone other than the respondent,Home town,4,50,Respondent knows daily wage,3,100,Respondent knows daily wage,1,Did not work for income,,,Did not work for income,,,0 6,1,0,0,0,0,0,1,0,0,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Tried but did not get work for any of the days,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,1 2 3,1,1,1,0,0,0,5,,5,,-999,,150,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Female,32,,Other Backward Caste, ,Hinduism,,Yes,102072390883,Male,10004, ,Yes,BPL (Red),.25,Katta, ,Owned, ,Hand-made tiles,Bamboo etc,Mud,1,Yes,No,Wood, ,Yes, ,Open defecation,Open defecation,This Household does not have a toilet,12000,0,,,,,,,"Yes, currently own",,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,494,494,NRLP,7,1,Bihar,207,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10000,2000,,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Daily wage labour in non-agriculture,750,4,Did not work for income,,,5,0,0,0,0,0,1,0,0,0,1,Yes,No,No,,,,,,,,,,,,,,,,,,,,Does not know about MNREGA,,350,1 2,1,1,0,0,0,0,0,0,0,0,0,0,Yes,1 2 3,1,1,1,0,0,0,5,,5,,2,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,59,,Scheduled Caste;, ,Hinduism,,Yes,1020723908851,Male,10006, ,Yes,Annapurna Yojana (White),.5,Katta, ,Owned, ,Bamboo,Burnt brick with cement,Mud,2,No,No,Wood, ,Yes, ,Open defecation,Open defecation,This Household does not have a toilet,1050,0,,,,,,,"Yes, currently own",,,,,,"Yes, currently own",,,"Yes, currently own",,"Yes, currently own",,,,,,"Yes, currently own","Yes, currently own",,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,494,494,NRLP,33,4,Bihar,207,Yes,Yes,Yes,,,I have completed sowing,,11,Kattha,11,11,11,Paddy,,0,-999,,,,,,,,,,,-777,,-777,-777,,-777,0,-777,-777,-777,Female,Male,-777,0,0,0,0,0,0,-777,0,0,0,0,0,0,0,-777,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Half Complete,Half Complete,,,,,,,,,,,,,,,,,,,,,Half complete,,-777,-777,0,0,0,0,0,0,0,0,0,0,0,0,Half Complete,,,,,,,,,,,,,,-777,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Male,40,,Scheduled Caste;, ,Hinduism,,No,1020723908853,Male,10037, ,Yes,AAY (Yellow),450,Square Feet, ,Tenant (No payment), ,Concrete,Burnt brick with mud,Burnt brick,2,No,No,Wood, ,Yes, ,Open defecation,Open defecation,This Household does not have a toilet,0,48600,"Yes, currently own",,,,,,"Yes, currently own",,,,,,"Yes, currently own",,,"Yes, currently own",,,,,,,,"Yes, currently own",,,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,494,494,NRLP,13,2,Bihar,207,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10000,-999,,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Self-employed in non-cultivation,200,4,Self-employed in non-cultivation,200,4,1 3,0,1,0,1,0,0,0,0,0,1,Yes,Don't Know,Yes,,,,,,,,,,,,,,,,,,,,Tried and got work for some of the days,Yes,205,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2,0,1,0,0,0,0,,,13,,-999,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,50,,Scheduled Caste;, ,Hinduism,,Yes,1020723908854,Male,10006, ,Yes,BPL (Red),.25,Katta, ,Owned, ,Thatch,Bamboo etc,Mud,2,Yes,No,Wood, ,No, ,Open defecation,Open defecation,This Household does not have a toilet,0,0,,,,,,,,,,,,,"Yes, currently own",,,,,,,,,"Yes, currently own",,"Yes, currently own",,,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,494,494,NRLP,19,2,Bihar,207,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-777,-777,-777,,Female,-777,0,0,0,0,0,0,-777,0,0,0,0,0,0,0,-777,,,,,,,,,,,1,Half complete,-777,-777,Half complete,-777,-777,-777,0,0,0,0,0,0,0,0,0,0,Half Complete,Half Complete,,,,,,,,,,,,,,,,,,,,,Half complete,,-777,-777,0,0,0,0,0,0,0,0,0,0,0,0,Half Complete,,,,,,,,,,,,,,-777,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Male,63,,Scheduled Caste;, ,Hinduism,,No,102072390886,Male,10025, ,Yes,Annapurna Yojana (White),1,Katta, ,Owned, ,Concrete,Burnt brick with cement,Cement,3,Yes,Yes,Wood, ,No, ,Shared toilet,Shared toilet,Flush/ pour flush latrine connected to piped sewer system,0,93500,,,,,,,"Yes, currently own",,"Yes, currently own",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,,"Yes, currently own",,"Yes, currently own","Yes, currently own",,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,494,494,NRLP,31,4,Bihar,207,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3000,750,,Female,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Self-employed in non-cultivation,250,7,Did not work for income,,,99,0,0,0,0,0,0,0,1,0,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,None of the above,,-999,1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Female,38,,Scheduled Caste;, ,Hinduism,,Yes,1020723908870,Male,10006, ,Yes,AAY (Yellow),1,Katta, ,Owned, ,G.I./Metal/asbestos sheets,Burnt brick with cement,Mud,2,Yes,No,Wood, ,Yes, ,Open defecation,Open defecation,This Household does not have a toilet,35000,0,,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,,"Yes, currently own",,,"Yes, currently own",,"Yes, currently own",,,"Yes, currently own","Yes, currently own","Yes, currently own","Yes, currently own","Yes, currently own",,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,494,494,NRLP,39,4,Bihar,207,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,500,-999,,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Did not work for income,,,Did not work for income,,,0,1,0,0,0,0,0,0,0,0,1,Yes,Yes,,800,1,2,0,1,0,0,0,0,,,,,,,,,,,Tried but did not get work for any of the days,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,,0,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,51,,Scheduled Caste;, ,Hinduism,,Yes,1020723913710,Male,10006, ,Yes,BPL (Red),1.5,Dismil, ,Owned, ,G.I./Metal/asbestos sheets,Burnt brick with mud,Mud,2,No,No,Wood, ,Yes, ,Open defecation,Open defecation,This Household does not have a toilet,1500,0,,,,,,,"Yes, currently own",,,,,,"Yes, currently own",,,,,,,,,"Yes, currently own",,"Yes, currently own","Yes, currently own",,,,,,,,,,,,,,,,,,,,Bihar,10,207,207,561,561,NRLP,0,1,Bihar,207,Yes,Yes,Yes,,,I have completed sowing,,4,Bigha,4,3,3,Paddy,,5000,4000,Prices have stayed the same,Quantities have stayed the same,0,0,0,0,0,0,1,0,12000,,0,1200,,0,1,10,10000,-999,Female,Female,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,Someone other than the respondent,Work town,-999,,,-999,,,1,,,,,,,,,,,,,,,,,,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Tried but did not get work for any of the days,,200,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,0,0,0,0,0,1,0,,,0,,,,200,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
